image_id,num_detections,tier
uav0000086_00000_v_frame0000079,37,Sedang
uav0000086_00000_v_frame0000080,37,Sedang
uav0000086_00000_v_frame0000081,37,Sedang
uav0000086_00000_v_frame0000082,37,Sedang
uav0000086_00000_v_frame0000083,37,Sedang
uav0000086_00000_v_frame0000084,37,Sedang
uav0000086_00000_v_frame0000085,37,Sedang
uav0000086_00000_v_frame0000086,37,Sedang
uav0000086_00000_v_frame0000087,38,Sedang
uav0000086_00000_v_frame0000088,38,Sedang
uav0000086_00000_v_frame0000089,38,Sedang
uav0000086_00000_v_frame0000090,38,Sedang
uav0000086_00000_v_frame0000091,38,Sedang
uav0000086_00000_v_frame0000092,38,Sedang
uav0000086_00000_v_frame0000093,38,Sedang
uav0000086_00000_v_frame0000094,38,Sedang
uav0000086_00000_v_frame0000095,38,Sedang
uav0000086_00000_v_frame0000096,39,Sedang
uav0000086_00000_v_frame0000097,39,Sedang
uav0000086_00000_v_frame0000098,39,Sedang
uav0000086_00000_v_frame0000099,39,Sedang
uav0000086_00000_v_frame0000100,39,Sedang
uav0000086_00000_v_frame0000101,39,Sedang
uav0000086_00000_v_frame0000102,40,Sedang
uav0000086_00000_v_frame0000103,40,Sedang
uav0000086_00000_v_frame0000104,40,Sedang
uav0000086_00000_v_frame0000105,40,Sedang
uav0000086_00000_v_frame0000106,40,Sedang
uav0000086_00000_v_frame0000107,40,Sedang
uav0000086_00000_v_frame0000108,40,Sedang
uav0000086_00000_v_frame0000109,41,Sedang
uav0000086_00000_v_frame0000110,41,Sedang
uav0000086_00000_v_frame0000111,41,Sedang
uav0000086_00000_v_frame0000112,41,Sedang
uav0000086_00000_v_frame0000113,41,Sedang
uav0000086_00000_v_frame0000114,42,Sedang
uav0000086_00000_v_frame0000115,42,Sedang
uav0000086_00000_v_frame0000116,42,Sedang
uav0000086_00000_v_frame0000117,42,Sedang
uav0000086_00000_v_frame0000118,42,Sedang
uav0000086_00000_v_frame0000119,42,Sedang
uav0000086_00000_v_frame0000120,42,Sedang
uav0000086_00000_v_frame0000121,42,Sedang
uav0000086_00000_v_frame0000122,42,Sedang
uav0000086_00000_v_frame0000123,42,Sedang
uav0000086_00000_v_frame0000124,42,Sedang
uav0000086_00000_v_frame0000125,42,Sedang
uav0000086_00000_v_frame0000126,42,Sedang
uav0000086_00000_v_frame0000127,43,Sedang
uav0000086_00000_v_frame0000128,43,Sedang
uav0000086_00000_v_frame0000129,43,Sedang
uav0000086_00000_v_frame0000130,43,Sedang
uav0000086_00000_v_frame0000131,43,Sedang
uav0000086_00000_v_frame0000132,43,Sedang
uav0000086_00000_v_frame0000133,43,Sedang
uav0000086_00000_v_frame0000134,44,Sedang
uav0000086_00000_v_frame0000135,45,Sedang
uav0000086_00000_v_frame0000136,45,Sedang
uav0000086_00000_v_frame0000137,45,Sedang
uav0000086_00000_v_frame0000138,45,Sedang
uav0000086_00000_v_frame0000139,45,Sedang
uav0000086_00000_v_frame0000140,45,Sedang
uav0000086_00000_v_frame0000141,45,Sedang
uav0000086_00000_v_frame0000142,45,Sedang
uav0000086_00000_v_frame0000143,45,Sedang
uav0000086_00000_v_frame0000144,45,Sedang
uav0000086_00000_v_frame0000145,45,Sedang
uav0000086_00000_v_frame0000146,45,Sedang
uav0000086_00000_v_frame0000147,45,Sedang
uav0000086_00000_v_frame0000148,45,Sedang
uav0000086_00000_v_frame0000149,45,Sedang
uav0000086_00000_v_frame0000150,46,Sedang
uav0000086_00000_v_frame0000151,46,Sedang
uav0000086_00000_v_frame0000152,46,Sedang
uav0000086_00000_v_frame0000153,47,Sedang
uav0000086_00000_v_frame0000154,47,Sedang
uav0000086_00000_v_frame0000155,47,Sedang
uav0000086_00000_v_frame0000156,47,Sedang
uav0000086_00000_v_frame0000157,47,Sedang
uav0000086_00000_v_frame0000158,47,Sedang
uav0000086_00000_v_frame0000159,47,Sedang
uav0000086_00000_v_frame0000160,47,Sedang
uav0000086_00000_v_frame0000161,47,Sedang
uav0000086_00000_v_frame0000162,48,Sedang
uav0000086_00000_v_frame0000163,48,Sedang
uav0000086_00000_v_frame0000164,49,Sedang
uav0000086_00000_v_frame0000165,49,Sedang
uav0000086_00000_v_frame0000166,49,Sedang
uav0000086_00000_v_frame0000167,49,Sedang
uav0000086_00000_v_frame0000168,49,Sedang
uav0000086_00000_v_frame0000169,50,Sedang
uav0000086_00000_v_frame0000170,50,Sedang
uav0000086_00000_v_frame0000171,50,Sedang
uav0000086_00000_v_frame0000172,50,Sedang
uav0000086_00000_v_frame0000173,50,Sedang
uav0000086_00000_v_frame0000174,50,Sedang
uav0000086_00000_v_frame0000175,50,Sedang
uav0000086_00000_v_frame0000176,50,Sedang
uav0000086_00000_v_frame0000177,50,Sedang
uav0000086_00000_v_frame0000178,51,Sedang
uav0000086_00000_v_frame0000179,51,Sedang
uav0000086_00000_v_frame0000180,51,Sedang
uav0000086_00000_v_frame0000181,51,Sedang
uav0000086_00000_v_frame0000182,51,Sedang
uav0000086_00000_v_frame0000183,51,Sedang
uav0000086_00000_v_frame0000184,51,Sedang
uav0000086_00000_v_frame0000185,51,Sedang
uav0000086_00000_v_frame0000186,51,Sedang
uav0000086_00000_v_frame0000187,51,Sedang
uav0000086_00000_v_frame0000188,51,Sedang
uav0000086_00000_v_frame0000189,51,Sedang
uav0000086_00000_v_frame0000190,51,Sedang
uav0000086_00000_v_frame0000191,51,Sedang
uav0000086_00000_v_frame0000192,51,Sedang
uav0000086_00000_v_frame0000193,52,Sedang
uav0000086_00000_v_frame0000194,52,Sedang
uav0000086_00000_v_frame0000195,52,Sedang
uav0000086_00000_v_frame0000196,52,Sedang
uav0000086_00000_v_frame0000197,52,Sedang
uav0000086_00000_v_frame0000198,52,Sedang
uav0000086_00000_v_frame0000199,52,Sedang
uav0000086_00000_v_frame0000200,52,Sedang
uav0000086_00000_v_frame0000201,52,Sedang
uav0000086_00000_v_frame0000202,52,Sedang
uav0000086_00000_v_frame0000203,52,Sedang
uav0000086_00000_v_frame0000204,52,Sedang
uav0000086_00000_v_frame0000205,52,Sedang
uav0000086_00000_v_frame0000206,52,Sedang
uav0000086_00000_v_frame0000207,52,Sedang
uav0000086_00000_v_frame0000208,52,Sedang
uav0000086_00000_v_frame0000209,52,Sedang
uav0000086_00000_v_frame0000210,51,Sedang
uav0000086_00000_v_frame0000211,51,Sedang
uav0000086_00000_v_frame0000212,51,Sedang
uav0000086_00000_v_frame0000213,51,Sedang
uav0000086_00000_v_frame0000214,51,Sedang
uav0000086_00000_v_frame0000215,51,Sedang
uav0000086_00000_v_frame0000216,51,Sedang
uav0000086_00000_v_frame0000217,51,Sedang
uav0000086_00000_v_frame0000218,51,Sedang
uav0000086_00000_v_frame0000219,51,Sedang
uav0000086_00000_v_frame0000220,51,Sedang
uav0000086_00000_v_frame0000221,51,Sedang
uav0000086_00000_v_frame0000222,51,Sedang
uav0000086_00000_v_frame0000223,50,Sedang
uav0000086_00000_v_frame0000224,50,Sedang
uav0000086_00000_v_frame0000225,50,Sedang
uav0000086_00000_v_frame0000226,50,Sedang
uav0000086_00000_v_frame0000227,50,Sedang
uav0000086_00000_v_frame0000228,50,Sedang
uav0000086_00000_v_frame0000229,50,Sedang
uav0000086_00000_v_frame0000230,51,Sedang
uav0000086_00000_v_frame0000231,51,Sedang
uav0000086_00000_v_frame0000232,51,Sedang
uav0000086_00000_v_frame0000233,53,Sedang
uav0000086_00000_v_frame0000234,53,Sedang
uav0000086_00000_v_frame0000235,53,Sedang
uav0000086_00000_v_frame0000236,54,Sedang
uav0000086_00000_v_frame0000237,54,Sedang
uav0000086_00000_v_frame0000238,54,Sedang
uav0000086_00000_v_frame0000239,54,Sedang
uav0000086_00000_v_frame0000240,54,Sedang
uav0000086_00000_v_frame0000241,54,Sedang
uav0000086_00000_v_frame0000242,54,Sedang
uav0000086_00000_v_frame0000243,54,Sedang
uav0000086_00000_v_frame0000244,54,Sedang
uav0000086_00000_v_frame0000245,54,Sedang
uav0000086_00000_v_frame0000246,54,Sedang
uav0000086_00000_v_frame0000247,54,Sedang
uav0000086_00000_v_frame0000248,54,Sedang
uav0000086_00000_v_frame0000249,54,Sedang
uav0000086_00000_v_frame0000250,54,Sedang
uav0000086_00000_v_frame0000251,55,Sedang
uav0000086_00000_v_frame0000252,55,Sedang
uav0000086_00000_v_frame0000253,55,Sedang
uav0000086_00000_v_frame0000254,55,Sedang
uav0000086_00000_v_frame0000255,55,Sedang
uav0000086_00000_v_frame0000256,55,Sedang
uav0000086_00000_v_frame0000257,55,Sedang
uav0000086_00000_v_frame0000258,55,Sedang
uav0000086_00000_v_frame0000259,55,Sedang
uav0000086_00000_v_frame0000260,55,Sedang
uav0000086_00000_v_frame0000261,55,Sedang
uav0000086_00000_v_frame0000262,55,Sedang
uav0000086_00000_v_frame0000263,55,Sedang
uav0000086_00000_v_frame0000264,55,Sedang
uav0000086_00000_v_frame0000265,55,Sedang
uav0000086_00000_v_frame0000266,55,Sedang
uav0000086_00000_v_frame0000267,55,Sedang
uav0000086_00000_v_frame0000268,55,Sedang
uav0000086_00000_v_frame0000269,55,Sedang
uav0000086_00000_v_frame0000270,56,Tinggi
uav0000086_00000_v_frame0000271,56,Tinggi
uav0000086_00000_v_frame0000272,56,Tinggi
uav0000086_00000_v_frame0000273,56,Tinggi
uav0000086_00000_v_frame0000274,56,Tinggi
uav0000086_00000_v_frame0000275,56,Tinggi
uav0000086_00000_v_frame0000276,56,Tinggi
uav0000086_00000_v_frame0000277,57,Tinggi
uav0000086_00000_v_frame0000278,57,Tinggi
uav0000086_00000_v_frame0000279,56,Tinggi
uav0000086_00000_v_frame0000280,56,Tinggi
uav0000086_00000_v_frame0000281,56,Tinggi
uav0000086_00000_v_frame0000282,57,Tinggi
uav0000086_00000_v_frame0000283,57,Tinggi
uav0000086_00000_v_frame0000284,57,Tinggi
uav0000086_00000_v_frame0000285,57,Tinggi
uav0000086_00000_v_frame0000286,57,Tinggi
uav0000086_00000_v_frame0000287,57,Tinggi
uav0000086_00000_v_frame0000288,57,Tinggi
uav0000086_00000_v_frame0000289,57,Tinggi
uav0000086_00000_v_frame0000290,57,Tinggi
uav0000086_00000_v_frame0000291,57,Tinggi
uav0000086_00000_v_frame0000292,57,Tinggi
uav0000086_00000_v_frame0000293,57,Tinggi
uav0000086_00000_v_frame0000294,57,Tinggi
uav0000086_00000_v_frame0000295,57,Tinggi
uav0000086_00000_v_frame0000296,57,Tinggi
uav0000086_00000_v_frame0000297,57,Tinggi
uav0000086_00000_v_frame0000298,57,Tinggi
uav0000086_00000_v_frame0000299,57,Tinggi
uav0000086_00000_v_frame0000300,57,Tinggi
uav0000086_00000_v_frame0000301,58,Tinggi
uav0000086_00000_v_frame0000302,58,Tinggi
uav0000086_00000_v_frame0000303,58,Tinggi
uav0000086_00000_v_frame0000304,58,Tinggi
uav0000086_00000_v_frame0000305,58,Tinggi
uav0000086_00000_v_frame0000306,58,Tinggi
uav0000086_00000_v_frame0000307,59,Tinggi
uav0000086_00000_v_frame0000308,59,Tinggi
uav0000086_00000_v_frame0000309,60,Tinggi
uav0000086_00000_v_frame0000310,60,Tinggi
uav0000086_00000_v_frame0000311,60,Tinggi
uav0000086_00000_v_frame0000312,60,Tinggi
uav0000086_00000_v_frame0000313,60,Tinggi
uav0000086_00000_v_frame0000314,60,Tinggi
uav0000086_00000_v_frame0000315,60,Tinggi
uav0000086_00000_v_frame0000316,60,Tinggi
uav0000086_00000_v_frame0000317,60,Tinggi
uav0000086_00000_v_frame0000318,60,Tinggi
uav0000086_00000_v_frame0000319,60,Tinggi
uav0000086_00000_v_frame0000320,60,Tinggi
uav0000086_00000_v_frame0000321,61,Tinggi
uav0000086_00000_v_frame0000322,62,Tinggi
uav0000086_00000_v_frame0000323,55,Sedang
uav0000086_00000_v_frame0000324,55,Sedang
uav0000086_00000_v_frame0000325,55,Sedang
uav0000086_00000_v_frame0000326,55,Sedang
uav0000086_00000_v_frame0000327,55,Sedang
uav0000086_00000_v_frame0000328,55,Sedang
uav0000086_00000_v_frame0000329,55,Sedang
uav0000086_00000_v_frame0000330,55,Sedang
uav0000086_00000_v_frame0000331,55,Sedang
uav0000086_00000_v_frame0000332,55,Sedang
uav0000086_00000_v_frame0000333,55,Sedang
uav0000086_00000_v_frame0000334,55,Sedang
uav0000086_00000_v_frame0000335,55,Sedang
uav0000086_00000_v_frame0000336,55,Sedang
uav0000086_00000_v_frame0000337,55,Sedang
uav0000086_00000_v_frame0000338,55,Sedang
uav0000086_00000_v_frame0000339,55,Sedang
uav0000086_00000_v_frame0000340,55,Sedang
uav0000086_00000_v_frame0000341,55,Sedang
uav0000086_00000_v_frame0000342,55,Sedang
uav0000086_00000_v_frame0000343,55,Sedang
uav0000086_00000_v_frame0000344,55,Sedang
uav0000086_00000_v_frame0000345,55,Sedang
uav0000086_00000_v_frame0000346,57,Tinggi
uav0000086_00000_v_frame0000347,58,Tinggi
uav0000086_00000_v_frame0000348,58,Tinggi
uav0000086_00000_v_frame0000349,58,Tinggi
uav0000086_00000_v_frame0000350,58,Tinggi
uav0000086_00000_v_frame0000351,59,Tinggi
uav0000086_00000_v_frame0000352,60,Tinggi
uav0000086_00000_v_frame0000353,60,Tinggi
uav0000086_00000_v_frame0000354,60,Tinggi
uav0000086_00000_v_frame0000355,60,Tinggi
uav0000086_00000_v_frame0000356,60,Tinggi
uav0000086_00000_v_frame0000357,60,Tinggi
uav0000086_00000_v_frame0000358,60,Tinggi
uav0000086_00000_v_frame0000359,60,Tinggi
uav0000086_00000_v_frame0000360,60,Tinggi
uav0000086_00000_v_frame0000361,60,Tinggi
uav0000086_00000_v_frame0000362,60,Tinggi
uav0000086_00000_v_frame0000363,60,Tinggi
uav0000086_00000_v_frame0000364,60,Tinggi
uav0000086_00000_v_frame0000365,60,Tinggi
uav0000086_00000_v_frame0000366,60,Tinggi
uav0000086_00000_v_frame0000367,60,Tinggi
uav0000086_00000_v_frame0000368,60,Tinggi
uav0000086_00000_v_frame0000369,60,Tinggi
uav0000086_00000_v_frame0000370,60,Tinggi
uav0000086_00000_v_frame0000371,60,Tinggi
uav0000086_00000_v_frame0000372,60,Tinggi
uav0000086_00000_v_frame0000373,61,Tinggi
uav0000086_00000_v_frame0000374,61,Tinggi
uav0000086_00000_v_frame0000375,61,Tinggi
uav0000086_00000_v_frame0000376,61,Tinggi
uav0000086_00000_v_frame0000377,61,Tinggi
uav0000086_00000_v_frame0000378,61,Tinggi
uav0000086_00000_v_frame0000379,61,Tinggi
uav0000086_00000_v_frame0000380,61,Tinggi
uav0000086_00000_v_frame0000381,61,Tinggi
uav0000086_00000_v_frame0000382,61,Tinggi
uav0000086_00000_v_frame0000383,61,Tinggi
uav0000086_00000_v_frame0000384,61,Tinggi
uav0000086_00000_v_frame0000385,61,Tinggi
uav0000086_00000_v_frame0000386,61,Tinggi
uav0000086_00000_v_frame0000387,61,Tinggi
uav0000086_00000_v_frame0000388,61,Tinggi
uav0000086_00000_v_frame0000389,61,Tinggi
uav0000086_00000_v_frame0000390,62,Tinggi
uav0000086_00000_v_frame0000391,62,Tinggi
uav0000086_00000_v_frame0000392,62,Tinggi
uav0000086_00000_v_frame0000393,62,Tinggi
uav0000086_00000_v_frame0000394,61,Tinggi
uav0000086_00000_v_frame0000395,61,Tinggi
uav0000086_00000_v_frame0000396,61,Tinggi
uav0000086_00000_v_frame0000397,61,Tinggi
uav0000086_00000_v_frame0000398,63,Tinggi
uav0000086_00000_v_frame0000399,63,Tinggi
uav0000086_00000_v_frame0000400,63,Tinggi
uav0000086_00000_v_frame0000401,63,Tinggi
uav0000086_00000_v_frame0000402,63,Tinggi
uav0000086_00000_v_frame0000403,63,Tinggi
uav0000086_00000_v_frame0000404,63,Tinggi
uav0000086_00000_v_frame0000405,63,Tinggi
uav0000086_00000_v_frame0000406,64,Tinggi
uav0000086_00000_v_frame0000407,64,Tinggi
uav0000086_00000_v_frame0000408,64,Tinggi
uav0000086_00000_v_frame0000409,64,Tinggi
uav0000086_00000_v_frame0000410,64,Tinggi
uav0000086_00000_v_frame0000411,64,Tinggi
uav0000086_00000_v_frame0000412,64,Tinggi
uav0000086_00000_v_frame0000413,64,Tinggi
uav0000086_00000_v_frame0000414,64,Tinggi
uav0000086_00000_v_frame0000415,64,Tinggi
uav0000086_00000_v_frame0000416,64,Tinggi
uav0000086_00000_v_frame0000417,64,Tinggi
uav0000086_00000_v_frame0000418,64,Tinggi
uav0000086_00000_v_frame0000419,64,Tinggi
uav0000086_00000_v_frame0000420,64,Tinggi
uav0000086_00000_v_frame0000421,64,Tinggi
uav0000086_00000_v_frame0000422,64,Tinggi
uav0000086_00000_v_frame0000423,64,Tinggi
uav0000086_00000_v_frame0000424,64,Tinggi
uav0000086_00000_v_frame0000425,64,Tinggi
uav0000086_00000_v_frame0000426,65,Tinggi
uav0000086_00000_v_frame0000427,66,Tinggi
uav0000086_00000_v_frame0000428,66,Tinggi
uav0000086_00000_v_frame0000429,65,Tinggi
uav0000086_00000_v_frame0000430,65,Tinggi
uav0000086_00000_v_frame0000431,65,Tinggi
uav0000086_00000_v_frame0000432,65,Tinggi
uav0000086_00000_v_frame0000433,65,Tinggi
uav0000086_00000_v_frame0000434,66,Tinggi
uav0000086_00000_v_frame0000435,66,Tinggi
uav0000086_00000_v_frame0000436,66,Tinggi
uav0000086_00000_v_frame0000437,67,Tinggi
uav0000086_00000_v_frame0000438,67,Tinggi
uav0000086_00000_v_frame0000439,68,Tinggi
uav0000086_00000_v_frame0000440,68,Tinggi
uav0000086_00000_v_frame0000441,69,Tinggi
uav0000086_00000_v_frame0000442,69,Tinggi
uav0000086_00000_v_frame0000443,69,Tinggi
uav0000086_00000_v_frame0000444,70,Tinggi
uav0000086_00000_v_frame0000445,70,Tinggi
uav0000086_00000_v_frame0000446,70,Tinggi
uav0000086_00000_v_frame0000447,70,Tinggi
uav0000086_00000_v_frame0000448,70,Tinggi
uav0000086_00000_v_frame0000449,70,Tinggi
uav0000086_00000_v_frame0000450,70,Tinggi
uav0000086_00000_v_frame0000451,70,Tinggi
uav0000086_00000_v_frame0000452,70,Tinggi
uav0000086_00000_v_frame0000453,71,Tinggi
uav0000086_00000_v_frame0000454,71,Tinggi
uav0000086_00000_v_frame0000455,71,Tinggi
uav0000086_00000_v_frame0000456,71,Tinggi
uav0000086_00000_v_frame0000457,71,Tinggi
uav0000086_00000_v_frame0000458,71,Tinggi
uav0000086_00000_v_frame0000459,71,Tinggi
uav0000086_00000_v_frame0000460,71,Tinggi
uav0000086_00000_v_frame0000461,71,Tinggi
uav0000086_00000_v_frame0000462,71,Tinggi
uav0000086_00000_v_frame0000463,71,Tinggi
uav0000086_00000_v_frame0000464,74,Tinggi
uav0000117_02622_v_frame0000001,24,Sedang
uav0000117_02622_v_frame0000002,48,Sedang
uav0000117_02622_v_frame0000003,48,Sedang
uav0000117_02622_v_frame0000004,48,Sedang
uav0000117_02622_v_frame0000005,49,Sedang
uav0000117_02622_v_frame0000006,49,Sedang
uav0000117_02622_v_frame0000007,49,Sedang
uav0000117_02622_v_frame0000008,49,Sedang
uav0000117_02622_v_frame0000009,49,Sedang
uav0000117_02622_v_frame0000010,49,Sedang
uav0000117_02622_v_frame0000011,49,Sedang
uav0000117_02622_v_frame0000012,49,Sedang
uav0000117_02622_v_frame0000013,49,Sedang
uav0000117_02622_v_frame0000014,49,Sedang
uav0000117_02622_v_frame0000015,49,Sedang
uav0000117_02622_v_frame0000016,49,Sedang
uav0000117_02622_v_frame0000017,49,Sedang
uav0000117_02622_v_frame0000018,49,Sedang
uav0000117_02622_v_frame0000019,49,Sedang
uav0000117_02622_v_frame0000020,49,Sedang
uav0000117_02622_v_frame0000021,49,Sedang
uav0000117_02622_v_frame0000022,51,Sedang
uav0000117_02622_v_frame0000023,52,Sedang
uav0000117_02622_v_frame0000024,52,Sedang
uav0000117_02622_v_frame0000025,54,Sedang
uav0000117_02622_v_frame0000026,58,Tinggi
uav0000117_02622_v_frame0000027,58,Tinggi
uav0000117_02622_v_frame0000028,61,Tinggi
uav0000117_02622_v_frame0000029,61,Tinggi
uav0000117_02622_v_frame0000030,61,Tinggi
uav0000117_02622_v_frame0000031,60,Tinggi
uav0000117_02622_v_frame0000032,61,Tinggi
uav0000117_02622_v_frame0000033,61,Tinggi
uav0000117_02622_v_frame0000034,61,Tinggi
uav0000117_02622_v_frame0000035,61,Tinggi
uav0000117_02622_v_frame0000036,61,Tinggi
uav0000117_02622_v_frame0000037,61,Tinggi
uav0000117_02622_v_frame0000038,62,Tinggi
uav0000117_02622_v_frame0000039,62,Tinggi
uav0000117_02622_v_frame0000040,62,Tinggi
uav0000117_02622_v_frame0000041,62,Tinggi
uav0000117_02622_v_frame0000042,62,Tinggi
uav0000117_02622_v_frame0000043,62,Tinggi
uav0000117_02622_v_frame0000044,64,Tinggi
uav0000117_02622_v_frame0000045,64,Tinggi
uav0000117_02622_v_frame0000046,64,Tinggi
uav0000117_02622_v_frame0000047,64,Tinggi
uav0000117_02622_v_frame0000048,63,Tinggi
uav0000117_02622_v_frame0000049,65,Tinggi
uav0000117_02622_v_frame0000050,65,Tinggi
uav0000117_02622_v_frame0000051,65,Tinggi
uav0000117_02622_v_frame0000052,64,Tinggi
uav0000117_02622_v_frame0000053,64,Tinggi
uav0000117_02622_v_frame0000054,64,Tinggi
uav0000117_02622_v_frame0000055,63,Tinggi
uav0000117_02622_v_frame0000056,63,Tinggi
uav0000117_02622_v_frame0000057,64,Tinggi
uav0000117_02622_v_frame0000058,63,Tinggi
uav0000117_02622_v_frame0000059,63,Tinggi
uav0000117_02622_v_frame0000060,62,Tinggi
uav0000117_02622_v_frame0000061,62,Tinggi
uav0000117_02622_v_frame0000062,62,Tinggi
uav0000117_02622_v_frame0000063,61,Tinggi
uav0000117_02622_v_frame0000064,60,Tinggi
uav0000117_02622_v_frame0000065,60,Tinggi
uav0000117_02622_v_frame0000066,62,Tinggi
uav0000117_02622_v_frame0000067,62,Tinggi
uav0000117_02622_v_frame0000068,62,Tinggi
uav0000117_02622_v_frame0000069,61,Tinggi
uav0000117_02622_v_frame0000070,60,Tinggi
uav0000117_02622_v_frame0000071,60,Tinggi
uav0000117_02622_v_frame0000072,60,Tinggi
uav0000117_02622_v_frame0000073,59,Tinggi
uav0000117_02622_v_frame0000074,58,Tinggi
uav0000117_02622_v_frame0000075,57,Tinggi
uav0000117_02622_v_frame0000076,56,Tinggi
uav0000117_02622_v_frame0000077,56,Tinggi
uav0000117_02622_v_frame0000078,56,Tinggi
uav0000117_02622_v_frame0000079,56,Tinggi
uav0000117_02622_v_frame0000080,47,Sedang
uav0000117_02622_v_frame0000081,45,Sedang
uav0000117_02622_v_frame0000082,44,Sedang
uav0000117_02622_v_frame0000083,45,Sedang
uav0000117_02622_v_frame0000084,45,Sedang
uav0000117_02622_v_frame0000085,45,Sedang
uav0000117_02622_v_frame0000086,45,Sedang
uav0000117_02622_v_frame0000087,44,Sedang
uav0000117_02622_v_frame0000088,44,Sedang
uav0000117_02622_v_frame0000089,44,Sedang
uav0000117_02622_v_frame0000090,48,Sedang
uav0000117_02622_v_frame0000091,48,Sedang
uav0000117_02622_v_frame0000092,48,Sedang
uav0000117_02622_v_frame0000093,48,Sedang
uav0000117_02622_v_frame0000094,48,Sedang
uav0000117_02622_v_frame0000095,48,Sedang
uav0000117_02622_v_frame0000096,49,Sedang
uav0000117_02622_v_frame0000097,49,Sedang
uav0000117_02622_v_frame0000098,49,Sedang
uav0000117_02622_v_frame0000099,49,Sedang
uav0000117_02622_v_frame0000100,49,Sedang
uav0000117_02622_v_frame0000101,49,Sedang
uav0000117_02622_v_frame0000102,49,Sedang
uav0000117_02622_v_frame0000103,49,Sedang
uav0000117_02622_v_frame0000104,48,Sedang
uav0000117_02622_v_frame0000105,45,Sedang
uav0000117_02622_v_frame0000106,44,Sedang
uav0000117_02622_v_frame0000107,44,Sedang
uav0000117_02622_v_frame0000108,44,Sedang
